league_id,league_name,country,level,team_id,team_name,player_id,player_name,age,number,position
239,Liga BetPlay,Colombia,local,1125,Millonarios,10297,G. de Amores,31.0,1.0,Goalkeeper
239,Liga BetPlay,Colombia,local,1125,Millonarios,13598,D. Novoa,36.0,12.0,Goalkeeper
239,Liga BetPlay,Colombia,local,1125,Millonarios,606951,D. Rodriguez,17.0,38.0,Goalkeeper
239,Liga BetPlay,Colombia,local,1125,Millonarios,70753,J. Arias,33.0,17.0,Defender
239,Liga BetPlay,Colombia,local,1125,Millonarios,13362,D. Banguero,36.0,20.0,Defender
239,Liga BetPlay,Colombia,local,1125,Millonarios,31482,E. Elizalde,25.0,4.0,Defender
239,Liga BetPlay,Colombia,local,1125,Millonarios,13659,A. Llinás,28.0,26.0,Defender
239,Liga BetPlay,Colombia,local,1125,Millonarios,265959,A. Moreno,23.0,29.0,Defender
239,Liga BetPlay,Colombia,local,1125,Millonarios,13359,S. Mosquera,31.0,6.0,Defender
239,Liga BetPlay,Colombia,local,1125,Millonarios,538273,M. Diaz Samuel,19.0,3.0,Defender
239,Liga BetPlay,Colombia,local,1125,Millonarios,474833,C. Sarabia,20.0,2.0,Defender
239,Liga BetPlay,Colombia,local,1125,Millonarios,356058,Sebastián Valencia Isaza,29.0,22.0,Defender
239,Liga BetPlay,Colombia,local,1125,Millonarios,612958,S. Castrillon,18.0,15.0,Midfielder
239,Liga BetPlay,Colombia,local,1125,Millonarios,59660,M. García,27.0,19.0,Midfielder
239,Liga BetPlay,Colombia,local,1125,Millonarios,51164,D. Quintero,38.0,7.0,Midfielder
239,Liga BetPlay,Colombia,local,1125,Millonarios,13656,D. Silva,39.0,14.0,Midfielder
239,Liga BetPlay,Colombia,local,1125,Millonarios,11805,R. Ureña,32.0,18.0,Midfielder
239,Liga BetPlay,Colombia,local,1125,Millonarios,13643,S. Vega,27.0,28.0,Midfielder
239,Liga BetPlay,Colombia,local,1125,Millonarios,538191,D. S. Victoria Palacios,24.0,8.0,Midfielder
239,Liga BetPlay,Colombia,local,1125,Millonarios,538263,S. Viveros,20.0,30.0,Midfielder
239,Liga BetPlay,Colombia,local,1125,Millonarios,538170,J. Angulo,23.0,24.0,Attacker
239,Liga BetPlay,Colombia,local,1125,Millonarios,542124,B. Campaz,21.0,80.0,Attacker
239,Liga BetPlay,Colombia,local,1125,Millonarios,13365,Á. Castro,31.0,33.0,Attacker
239,Liga BetPlay,Colombia,local,1125,Millonarios,351925,B. Castro,22.0,11.0,Attacker
239,Liga BetPlay,Colombia,local,1125,Millonarios,13525,L. Castro,33.0,23.0,Attacker
239,Liga BetPlay,Colombia,local,1125,Millonarios,35637,R. Contreras,30.0,27.0,Attacker
239,Liga BetPlay,Colombia,local,1125,Millonarios,119,R. Falcao,39.0,9.0,Attacker
